Genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,geneID
Up-regulated,GO:0090066,regulation of anatomical structure size,87/1856,474/16344,3.59268005933733e-6,1.5933118309665787e-4,RAB3B/SCTR/IQGAP3/TACR1/PRR16/SEMA3E/BAIAP2L2/TNR/SLC12A5/CCL21/SOD3/USH1C/SPP1/ADRA2A/CIT/BDKRB2/AQP1/GSN/ADD2/SEMA7A/P2RX1/PAK3/SPTB/SLC12A2/FOXC1/CRACD/SEMA3C/CDC42EP5/TNF/SEMA3G/DBN1/HRH2/MAP1B/GJA5/IQANK1/F2RL1/MMP2/PTGS2/AQP4/CCR7/OLFM1/IL7R/KIRREL1/SEMA3A/SH3BP1/PLEKHG2/ACTA2/SLIT2/CDC42EP3/MYADM/RGS2/SEMA3D/CORO1A/SEMA4A/KLF2/WAS/MAP2/FHOD3/PYCARD/PRKG1/HNF1B/SEMA4D/TMSB10/NCK2/RARG/EXT1/ARPC1B/CYFIP2/TRPV2/TRPV4/LIMK1/LRRC8A/ATP13A2/P2RY1/VASP/EZR/SWAP70/PPP1R15A/SPTAN1/DPYSL2/GDI1/LIMA1/AKT3/ZFYVE27/ADCY6/DEPTOR/ARPC3
Up-regulated,GO:0019221,cytokine-mediated signaling pathway,82/1856,440/16344,3.7245696932775765e-6,1.6272856737142732e-4,CXCL6/CXCL5/CXCL8/CCL19/DUOX2/CCL20/ACKR1/CXCL1/CD24/CCL21/TNFRSF13C/IL1RL1/TNFRSF17/SPHK1/STAP1/F3/IL20RA/EDA2R/CLCF1/CXCR3/EPO/AIM2/FOXC1/TNF/JAK3/CCR2/PLVAP/F2RL1/CCL2/OSMR/IL21R/CXCL9/TRAF1/CCR7/TRAIP/IL3RA/IL7R/CXCR4/IL17RD/NLRC5/STAT1/SLIT2/BIRC3/NUMBL/ROBO1/PLP2/SLIT3/STING1/IKBKE/STK39/FLT3/KRT18/PYCARD/CCDC3/CX3CR1/CD44/IL27RA/PIAS3/CSF2RB/TRAF3IP2/IL2RG/IL18/GSTP1/SYK/TNFAIP3/CARD16/EXT1/IRAK3/SRC/IL15RA/PTPRC/CEACAM1/TRIM32/CBL/YAP1/CASP4/CARD8/UGCG/PTPN6/STAT3/CTR9/ILK
Up-regulated,GO:0007204,positive regulation of cytosolic calcium ion concentration,62/1856,306/16344,3.739376125794775e-6,1.6272856737142732e-4,ADCY8/CCL19/TACR1/TRPV6/GP1BB/GPR20/NALF1/CEMIP/CD19/CD24/CCL21/CACNA1C/TRPV3/BDKRB2/GPR55/LPAR2/THY1/CXCR3/EPO/P2RX1/FKBP1B/ITPR3/JAK3/CCR2/P2RX5/F2RL1/TRPM2/PDGFRA/CXCL9/MS4A1/CCR7/CXCR4/FPR2/PLCE1/GATA2/CD52/CACNA2D1/BCL2/GPR174/PTGIR/P2RY8/CCL28/CORO1A/DLG4/LCK/C5AR1/FPR1/CX3CR1/PDE4D/PIK3CG/BAX/ITGAV/PML/PLCG1/ATP2B4/TRPV2/TRPV4/SELENON/PTPRC/P2RY1/SWAP70/PTPN6
Up-regulated,GO:0034329,cell junction assembly,77/1856,406/16344,3.754618229859886e-6,1.6272856737142732e-4,POU4F1/PKP3/ITGA2/CDH6/POF1B/ADGRB1/CLDN4/GABRB3/CLSTN2/PCLO/NLGN3/CLDN19/SDK1/ILDR1/CLDN10/THBS2/SLITRK4/CLDN11/GRHL2/WNT4/CLDN9/ADD2/THY1/EPHA3/GPC4/LRRN1/COL16A1/THBS1/SRPX2/CDH11/TNF/MAP1B/GJA5/ITGB4/GJC1/ACHE/ROBO2/MICALL2/CTNND2/FLRT2/SH3BP1/LRFN4/PCDHB16/EPHB2/ZNF703/GJA1/BCL2/ECT2/CLDN7/TPBG/SEMA4A/HEG1/SPOCK2/GJA4/AGRN/HDAC7/MMP14/SEMA4D/THSD1/ITGA6/EPHA2/RAMP2/PECAM1/RCC2/ARHGAP6/SRC/TRPV4/CLSTN1/VCL/FZD1/DAPK3/DLG5/ACTN1/MYO1C/TRIP6/ARL2/TLN1
Up-regulated,GO:0035987,endodermal cell differentiation,17/1856,45/16344,3.910223322465518e-6,1.6694319125242708e-4,MMP9/COL5A1/MMP2/COL4A2/SOX17/COL12A1/ITGA4/HNF1B/MMP14/LAMB1/LAMB3/ITGAV/ITGB2/COL6A1/MACROH2A1/ITGB5/CTR9
Up-regulated,GO:0050919,negative chemotaxis,17/1856,45/16344,3.910223322465518e-6,1.6694319125242708e-4,SEMA3E/LGR6/SEMA7A/PDGFA/SEMA3C/SEMA3G/ROBO2/FLRT2/SEMA3A/SLIT2/ROBO1/SLIT3/SEMA3D/SEMA4A/SEMA4D/ITGAV/ITGB3
Up-regulated,GO:0010631,epithelial cell migration,59/1856,287/16344,3.964104999021906e-6,1.6798996073632834e-4,RAB25/TACR1/FAP/ITGA2/SMOC2/FGF7/TACSTD2/ADGRB1/CCN3/FERMT1/SOX9/STC1/MMP9/TGFB2/ENPP2/ANXA3/RGCC/THBS1/SRPX2/TNF/PTGS2/ITGA3/SEMA3A/SH3BP1/GATA2/SLIT2/GLIPR2/PRKX/ROBO1/TGFB1/PTP4A3/ADAMTS9/SEMA4A/HBEGF/VEGFC/JUN/ADGRA2/VASH1/KLF4/HDAC7/PIK3CG/DCN/ZC3H12A/JCAD/EPHA2/ANXA1/PLCG1/SRC/ATP2B4/CCBE1/ITGB3/GPI/CEACAM1/BCAR1/MYH9/PLK2/ITGB1/SPRED1/AKT3
Up-regulated,GO:0050920,regulation of chemotaxis,47/1856,211/16344,4.003174649223137e-6,1.6839825123680563e-4,CXCL8/CCL19/ITGA2/SMOC2/SEMA3E/CCL21/CCN3/STAP1/F3/MMP28/SEMA7A/PDGFD/SLAMF1/THBS1/SEMA3C/SEMA3G/CCR2/F2RL1/PDGFRA/S100A14/CCL2/ROBO2/CCR7/MDK/SEMA3A/CXCR4/FPR2/SLIT2/RIPOR2/TNFSF14/ROBO1/TGFB1/TPBG/SEMA3D/STK39/SEMA4A/VEGFC/ADGRA2/C5AR1/CX3CR1/SEMA4D/RAC2/TRPV4/STX3/SWAP70/DNM1L/AKIRIN1
Up-regulated,GO:0016055,Wnt signaling pathway,80/1856,428/16344,4.345163384849752e-6,1.8045604173576787e-4,GPC3/SHISA2/WNT10B/ROR2/WNT10A/DCDC2/CD24/WNT9A/SHISA3/MDFI/TRABD2A/CTHRC1/IGFBP1/FERMT1/SOX9/LGR6/DKK2/WNT2B/BICC1/APCDD1/WNT4/SFRP5/SOX4/VANGL2/GPC4/DKK3/PTK7/PRKAA2/WNK2/COL1A1/FZD2/IGFBP2/FZD3/CPZ/FZD7/MARK1/GPRC5B/TMEM88/CTNND2/TNIK/MDK/ITGA3/LRRK1/FZD6/PYGO1/DACT1/SULF1/CCND1/ZNF703/DACT3/SOX17/TGFB1/FRZB/TPBG/ADGRA2/TAX1BP3/PRICKLE1/FGFR2/KLF4/HNF1B/MITF/TNFAIP3/RARG/EXT1/SRC/CCDC88C/CSNK1E/FZD1/TLE3/DAPK3/ZBTB33/RBMS3/SMURF2/YAP1/ANKRD6/AMOTL2/VGLL4/MARK2/CTR9/ILK
Up-regulated,GO:0032535,regulation of cellular component size,68/1856,347/16344,4.352898751885329e-6,1.8045604173576787e-4,RAB3B/SCTR/IQGAP3/PRR16/SEMA3E/BAIAP2L2/TNR/SLC12A5/CCL21/USH1C/SPP1/CIT/AQP1/GSN/ADD2/SEMA7A/PAK3/SPTB/SLC12A2/CRACD/SEMA3C/CDC42EP5/SEMA3G/DBN1/MAP1B/IQANK1/F2RL1/AQP4/CCR7/OLFM1/IL7R/KIRREL1/SEMA3A/SH3BP1/PLEKHG2/SLIT2/CDC42EP3/MYADM/SEMA3D/CORO1A/SEMA4A/WAS/MAP2/FHOD3/PYCARD/SEMA4D/TMSB10/NCK2/RARG/ARPC1B/CYFIP2/TRPV2/TRPV4/LIMK1/LRRC8A/ATP13A2/VASP/EZR/SWAP70/PPP1R15A/SPTAN1/DPYSL2/GDI1/LIMA1/AKT3/ZFYVE27/DEPTOR/ARPC3
Up-regulated,GO:0050878,regulation of body fluid levels,71/1856,368/16344,4.78498470366557e-6,1.9485219098044605e-4,PDPN/TACR1/FA2H/FAP/ANXA8/GP1BB/ITGA2/CLDN4/CFTR/ADRA2A/SLC7A11/F3/AQP1/VWF/TSPAN32/P2RX1/F13A1/PDGFA/DGKA/THBS1/PLAT/THBD/CD34/VDR/GJA5/F2RL1/PDGFRA/AQP4/FBLN1/FLNA/FZD6/EPHB2/CCND1/GJA1/STK39/WAS/HK2/COL3A1/LCK/HEG1/ANXA5/PRKG1/ENTPD1/PIK3CG/DGKH/PROCR/TRAF3IP2/DDR1/FERMT3/SYK/EXT1/SRC/TRPV4/PEAR1/VCL/HYAL2/ITGB3/WFS1/MYL12A/GPI/P2RY1/CEACAM1/MYH9/CD59/ELOVL1/UGCG/TLN1/PTPN6/GNA12/ADCY6/ILK
Up-regulated,GO:0002683,negative regulation of immune system process,75/1856,395/16344,4.789649560223367e-6,1.9485219098044605e-4,FOXJ1/VTCN1/CD200/CCL21/IL1RL1/CCN3/SOX9/STAP1/GPR55/HLA-G/TGFB2/MMP28/TSPAN32/THY1/SLAMF1/THBS1/FSTL3/A2M/LGALS3/TNF/JAK3/BANK1/CCR2/CD22/CCL2/MDK/MYC/IL7R/RHBDF2/LAX1/TBC1D10C/NLRC5/GATA2/FBN1/SLIT2/RUNX1/TGFB3/RIPOR2/TGFB1/CCL28/SPN/SLA2/COL3A1/SYT11/MNDA/TNFRSF21/PDE5A/CX3CR1/VSIR/LRRC32/PTPN22/IL27RA/ZC3H12A/PIAS3/IFI16/FGL1/ANXA1/SYK/TNFAIP3/SERPINB9/IRAK3/PLCG1/SRC/BTN2A2/HLA-A/PTPRC/EMILIN1/DLG5/EZR/CEACAM1/PAG1/PLK2/CD59/SELENOS/PTPN6
Up-regulated,GO:0001837,epithelial to mesenchymal transition,36/1856,146/16344,4.802335068736741e-6,1.9485219098044605e-4,CRB2/PDPN/OVOL2/SOX9/WNT4/TGFB2/EPHA3/JAG1/RGCC/FOXC1/COL1A1/MARK1/OLFM1/MDK/PHLDB1/FLNA/TMEM100/EPHA4/IL17RD/ZNF703/DACT3/TGFB3/GLIPR2/HEYL/TGFB1/EZH2/HGF/FGFR2/SPRY1/ENG/S100A4/AKNA/DLG5/DDX5/SPRED1/CUL7
Up-regulated,GO:0007599,hemostasis,49/1856,225/16344,4.921585740663958e-6,1.9828445086153876e-4,PDPN/FAP/ANXA8/GP1BB/ITGA2/ADRA2A/SLC7A11/F3/VWF/TSPAN32/P2RX1/F13A1/PDGFA/DGKA/THBS1/PLAT/THBD/CD34/F2RL1/PDGFRA/FBLN1/FLNA/FZD6/EPHB2/WAS/COL3A1/LCK/ANXA5/PRKG1/ENTPD1/PIK3CG/DGKH/PROCR/FERMT3/SYK/SRC/PEAR1/VCL/ITGB3/MYL12A/GPI/P2RY1/CEACAM1/MYH9/CD59/TLN1/PTPN6/GNA12/ILK
Up-regulated,GO:0007409,axonogenesis,77/1856,409/16344,4.979080558116989e-6,1.9919804106984123e-4,POU4F1/CRMP1/ATP8A2/LAMC2/UNC5A/NRXN3/SEMA3E/TNR/ADGRB1/SPP1/NLGN3/SLITRK4/LGR6/DCLK1/MAP1A/NFASC/SEMA7A/THY1/PAK3/EPHA3/LAMA2/NOTCH3/CDH11/SEMA3C/SEMA3G/S100A6/DBN1/FZD3/MAP1B/NEXN/ROBO2/OLFM1/FLRT2/EPHA4/PALLD/SEMA3A/BCL11B/PLXNC1/SYNGAP1/SLIT2/EPHB2/BCL2/NUMBL/ROBO1/NDN/SLIT3/SEMA3D/SEMA4A/NIBAN2/MAP2/ANK3/FGFR2/ITGA4/UNC5B/ARHGEF25/EMB/SEMA4D/NEO1/EPHA2/RAC2/EXT1/TRPV2/VCL/LIMK1/BSG/PLXNA1/VASP/DPYSL2/LLGL1/GDI1/ITGB1/KLF7/NIN/KIF5B/TRIO/MARK2/ZFYVE27
Up-regulated,GO:0051216,cartilage development,42/1856,182/16344,5.039084871257635e-6,2.001986426976731e-4,CHI3L1/EFEMP1/WNT10B/ROR2/WNT9A/CCN3/SOX9/STC1/CCN1/WNT2B/CCN2/HOXA3/EVC/ITGB8/COL1A1/MGP/TIMP1/MDK/TYMS/CTSK/ADAMTS12/RUNX1/SULF1/ADAMTS7/TGFB1/CHST11/FRZB/HYAL3/COL3A1/HAND2/CD44/PKDCC/RARG/EXT1/LTBP3/TRPV4/CHSY1/HYAL2/BGN/KAT2A/RB1/FGFR3
Up-regulated,GO:0007596,blood coagulation,48/1856,219/16344,5.089426896811351e-6,2.0080421570108783e-4,PDPN/FAP/ANXA8/GP1BB/ITGA2/ADRA2A/SLC7A11/F3/VWF/TSPAN32/P2RX1/F13A1/PDGFA/DGKA/THBS1/PLAT/THBD/CD34/F2RL1/PDGFRA/FBLN1/FLNA/FZD6/EPHB2/WAS/COL3A1/LCK/ANXA5/PRKG1/ENTPD1/PIK3CG/DGKH/PROCR/FERMT3/SYK/SRC/PEAR1/VCL/ITGB3/MYL12A/P2RY1/CEACAM1/MYH9/CD59/TLN1/PTPN6/GNA12/ILK
Up-regulated,GO:0198738,cell-cell signaling by wnt,80/1856,430/16344,5.212890844253245e-6,2.0358908592434615e-4,GPC3/SHISA2/WNT10B/ROR2/WNT10A/DCDC2/CD24/WNT9A/SHISA3/MDFI/TRABD2A/CTHRC1/IGFBP1/FERMT1/SOX9/LGR6/DKK2/WNT2B/BICC1/APCDD1/WNT4/SFRP5/SOX4/VANGL2/GPC4/DKK3/PTK7/PRKAA2/WNK2/COL1A1/FZD2/IGFBP2/FZD3/CPZ/FZD7/MARK1/GPRC5B/TMEM88/CTNND2/TNIK/MDK/ITGA3/LRRK1/FZD6/PYGO1/DACT1/SULF1/CCND1/ZNF703/DACT3/SOX17/TGFB1/FRZB/TPBG/ADGRA2/TAX1BP3/PRICKLE1/FGFR2/KLF4/HNF1B/MITF/TNFAIP3/RARG/EXT1/SRC/CCDC88C/CSNK1E/FZD1/TLE3/DAPK3/ZBTB33/RBMS3/SMURF2/YAP1/ANKRD6/AMOTL2/VGLL4/MARK2/CTR9/ILK
Up-regulated,GO:0014812,muscle cell migration,24/1856,80/16344,5.231182595853677e-6,2.0358908592434615e-4,TAFA5/TACR1/ITGA2/CCN3/PDGFD/PDGFA/PLAT/MDK/MYC/SLIT2/BCL2/ADAMTS1/PRKG1/DDR1/PLEKHO1/S100A11/ANXA1/SRC/ITGB3/TPM1/PLXNA1/GNA12/PARVA/AKIRIN1
Up-regulated,GO:0042129,regulation of T cell proliferation,39/1856,165/16344,5.9093336819629375e-6,2.2842768915209435e-4,CCL19/FOXJ1/VTCN1/CD24/TNFRSF13C/HLA-G/EPO/SLAMF1/SLC7A1/LGALS3/IGFBP2/JAK3/CCR2/RIPK3/CCDC88B/CD6/ZAP70/CD3E/RASAL3/SPN/CORO1A/TFRC/TNFRSF21/PDE5A/PYCARD/VSIR/LRRC32/PTPN22/IL27RA/IL18/NCK2/RAC2/ANXA1/SYK/BTN2A2/HLA-A/PTPRC/DLG5/PTPN6
Up-regulated,GO:0050870,positive regulation of T cell activation,47/1856,214/16344,5.99851070265181e-6,2.3031865590517452e-4,CCL19/VTCN1/CD24/CCL21/TNFRSF13C/HLA-G/SOX4/THY1/EPO/SLAMF1/SLC7A1/IGFBP2/JAK3/CCR2/CCL2/CD27/CCR7/MDK/CCDC88B/IL7R/CD6/ZAP70/CD3E/RUNX1/TNFSF14/RASAL3/CORO1A/TFRC/LCK/PYCARD/VSIR/DOCK8/PTPN22/IL27RA/IL18/NCK2/ANXA1/SYK/SRC/BTN2A2/HLA-A/PTPRC/SIRPA/ITPKB/ZMIZ1/PTPN6/CSK
Up-regulated,GO:0061042,vascular wound healing,10/1856,18/16344,6.434820985445606e-6,2.4542407238489544e-4,TAFA5/SMOC2/SLC12A2/MCAM/TNF/CD34/CXCR4/GATA2/ALOX5/TNFAIP3
Up-regulated,GO:0050817,coagulation,48/1856,221/16344,6.61355681095513e-6,2.5057058619519404e-4,PDPN/FAP/ANXA8/GP1BB/ITGA2/ADRA2A/SLC7A11/F3/VWF/TSPAN32/P2RX1/F13A1/PDGFA/DGKA/THBS1/PLAT/THBD/CD34/F2RL1/PDGFRA/FBLN1/FLNA/FZD6/EPHB2/WAS/COL3A1/LCK/ANXA5/PRKG1/ENTPD1/PIK3CG/DGKH/PROCR/FERMT3/SYK/SRC/PEAR1/VCL/ITGB3/MYL12A/P2RY1/CEACAM1/MYH9/CD59/TLN1/PTPN6/GNA12/ILK
Up-regulated,GO:0043491,protein kinase B signaling,42/1856,184/16344,6.742958397460676e-6,2.5379253284126663e-4,CHI3L1/CCL19/CCL21/SOX9/F3/HLA-G/NTS/SFRP5/PHLDA3/PDGFA/THBS1/TNF/MC1R/BANK1/LOX/MEIS3/CCL2/PKHD1/TNFAIP8L3/CCR7/TMEM100/TGFB1/TPBG/HBEGF/PLK3/CX3CR1/TSPYL5/PIK3CG/CASS4/RCN3/INPP5F/IL18/EPHA2/ENG/CAVIN3/SRC/BTN2A2/PEAR1/HYAL2/ITGB1/TXN/ILK
Up-regulated,GO:0032612,interleukin-1 production,28/1856,103/16344,7.460711382665976e-6,2.7716058324826006e-4,CCL19/SPHK1/INAVA/AIM2/TNF/F2RL1/NLRP12/AQP4/CCR7/MEFV/CLEC7A/MNDA/PYCARD/CX3CR1/GBP5/ZC3H12A/IFI16/GSTP1/ANXA1/TNFAIP3/CARD16/PML/SIRPA/HK1/CEACAM1/SERPINB1/CARD8/STAT3
Up-regulated,GO:0032652,regulation of interleukin-1 production,28/1856,103/16344,7.460711382665976e-6,2.7716058324826006e-4,CCL19/SPHK1/INAVA/AIM2/TNF/F2RL1/NLRP12/AQP4/CCR7/MEFV/CLEC7A/MNDA/PYCARD/CX3CR1/GBP5/ZC3H12A/IFI16/GSTP1/ANXA1/TNFAIP3/CARD16/PML/SIRPA/HK1/CEACAM1/SERPINB1/CARD8/STAT3
Up-regulated,GO:0052548,regulation of endopeptidase activity,71/1856,373/16344,7.788254369734442e-6,2.8499449567158115e-4,CRB2/DPEP1/ANXA8/SPINT1/ANXA8L1/PAPLN/SPINT2/CCN1/F3/AQP1/MMP9/COL4A3/GSN/CCN2/P2RX1/AIM2/THBS1/A2M/ATP2A3/CASC2/TNF/S100A8/ANXA2/CRYAB/CD27/TIMP1/ITIH5/PTGS2/NLRP12/MYC/S100A9/SERPINB8/EPHA4/MEFV/CRIM1/BIRC3/TNFSF14/CD109/ROBO1/MICAL1/CLEC7A/LCK/SPOCK2/PYCARD/HGF/VSIR/KLF4/CD44/COL6A3/TNFAIP8/IFI16/APH1B/PERP/BAX/SYK/SERPINB9/CARD16/RPS6KA1/CYFIP2/PML/SRC/SLPI/ATP13A2/GPI/CASP2/SERPINB1/TIMP3/CARD8/ABCA2/STAT3/UBE2Z
Up-regulated,GO:0071356,cellular response to tumor necrosis factor,47/1856,216/16344,7.803823995844606e-6,2.8499449567158115e-4,CHI3L1/ANKRD1/CXCL8/CCL19/CCL20/CCL21/TNFRSF13C/TNFRSF17/SPHK1/EDA2R/AIM2/THBS1/COL1A1/TNF/PLVAP/F2RL1/CCL2/TRAF1/TRAIP/ADAMTS12/STAT1/BIRC3/GBP2/ADAMTS7/YBX3/KLF2/HYAL3/KRT18/TNFRSF21/PYCARD/CCDC3/ZC3H12A/PIAS3/TRAF3IP2/GSTP1/SYK/TNFAIP3/CARD16/EXT1/HYAL2/ARHGEF2/ZFP36/KAT2A/TRIM32/CASP4/CARD8/ILK
Up-regulated,GO:0035023,regulation of Rho protein signal transduction,25/1856,87/16344,7.851494463905401e-6,2.8499449567158115e-4,EPS8L3/GPR20/ADGRG1/GPR55/EPS8L1/F2RL1/ITGA3/RASGRF2/PRAG1/RIPOR2/ROBO1/GPR174/P2RY8/ARHGEF10/COL3A1/HEG1/ARHGEF25/ARHGEF3/CDC42SE1/ARRB1/ARHGEF2/KCTD10/ITGB1/ARHGEF18/TNFAIP1
Up-regulated,GO:0034612,response to tumor necrosis factor,50/1856,235/16344,7.870849557089639e-6,2.8499449567158115e-4,CHI3L1/ANKRD1/CXCL8/CCL19/CCL20/UBD/CCL21/TNFRSF13C/TNFRSF17/SPHK1/EDA2R/AIM2/THBS1/COL1A1/TNF/PLVAP/F2RL1/CCL2/PTGS2/TRAF1/TRAIP/ADAMTS12/STAT1/BIRC3/GBP2/ADAMTS7/YBX3/KLF2/HYAL3/KRT18/TNFRSF21/PYCARD/CCDC3/ZC3H12A/PIAS3/AFF3/TRAF3IP2/GSTP1/SYK/TNFAIP3/CARD16/EXT1/HYAL2/ARHGEF2/ZFP36/KAT2A/TRIM32/CASP4/CARD8/ILK
Up-regulated,GO:0030593,neutrophil chemotaxis,28/1856,104/16344,9.11671225086219e-6,3.2709258869414553e-4,CXCL6/CXCL5/CXCL8/CCL19/CCL20/CXCL1/CCL21/S100A12/TGFB2/LGALS3/S100A8/CCL2/CXCL9/CCR7/MDK/S100A9/SLIT2/RIPOR2/C5AR1/PIK3CG/ITGB2/RAC2/SYK/JAML/BSG/PREX1/ITGA9/DNM1L
Up-regulated,GO:0008360,regulation of cell shape,36/1856,150/16344,9.244254746220271e-6,3.2709258869414553e-4,PDPN/SEMA3E/ATP10A/CDC42EP5/FBLIM1/CCL2/FMNL1/PLXNC1/CDC42EP3/PRAG1/CORO1A/SEMA4A/FGD3/SEMA4D/PLEKHO1/ITGB2/RAC2/ANXA1/FMNL3/CDC42SE1/FAM171A1/TPM1/PLXNA1/DAPK3/P2RY1/EZR/MYH9/ALDOA/MYO10/RND3/MYL12B/MARK2/GNA12/PARVA/ARHGEF18/PRPF40A
Up-regulated,GO:0030204,chondroitin sulfate metabolic process,13/1856,30/16344,9.262191814097461e-6,3.2709258869414553e-4,CHST9/CHST3/CHST11/SPOCK2/DCN/CHST15/IDUA/EXT1/CHSY1/DSEL/BGN/CSGALNACT2/CHPF
Up-regulated,GO:0032965,regulation of collagen biosynthetic process,13/1856,30/16344,9.262191814097461e-6,3.2709258869414553e-4,ITGA2/WNT4/CCN2/RGCC/CIITA/RUNX1/TGFB3/TGFB1/VIM/CYGB/ENG/EMILIN1/SUCO
Up-regulated,GO:0014909,smooth muscle cell migration,21/1856,67/16344,9.412857767672174e-6,3.303739833671933e-4,TAFA5/TACR1/ITGA2/CCN3/PDGFD/PDGFA/PLAT/MDK/MYC/SLIT2/BCL2/ADAMTS1/PRKG1/DDR1/S100A11/SRC/ITGB3/TPM1/PLXNA1/GNA12/PARVA
Up-regulated,GO:0090287,regulation of cellular response to growth factor stimulus,56/1856,276/16344,1.0383967418443321e-5,3.622358390299649e-4,GPC3/SHISA2/CRB2/SMOC2/FERMT1/PRDM16/CCN1/WNT4/SFRP5/RASL11B/PMEPA1/VEPH1/DKK3/THBS1/FSTL3/LOX/CDKN2B/ADAMTSL2/ITGA3/IL17RD/CRIM1/ADAMTS12/FBN1/SLIT2/SULF1/ZNF703/TGFB3/LTBP4/CD109/ROBO1/TGFB1/PTP4A3/CHST11/VEGFC/NIBAN2/ADGRA2/DCN/JCAD/SPRY4/NEO1/SPRY1/ENG/CYFIP2/ATP2B4/CCBE1/FZD1/ITGB3/EMILIN1/HSPA5/TMEM204/SMURF2/HTRA1/MYO1C/UBE2D1/SPRED1/ILK
Up-regulated,GO:0007179,transforming growth factor beta receptor signaling pathway,41/1856,181/16344,1.0521387223797616e-5,3.626075681165431e-4,ITGB6/FERMT1/PRDM16/TGFB2/RASL11B/PMEPA1/VEPH1/DKK3/LTBP2/THBS1/ITGB8/LOX/CDKN2B/COL1A2/ADAMTSL2/ITGA3/IL17RD/FMOD/FBN1/ZNF703/TGFB3/LTBP4/CD109/TGFB1/CHST11/JUN/COL3A1/LRRC32/SPRY1/ENG/LTBP3/PML/SRC/EMILIN1/HSPA5/SMURF2/HTRA1/ZMIZ1/SPRED1/ITGB5/STAT3
Up-regulated,GO:0044703,multi-organism reproductive process,41/1856,181/16344,1.0521387223797616e-5,3.626075681165431e-4,TACR1/ITGA2/STC2/ACSL4/CLDN4/SPP1/ADRA2A/STC1/CLIC5/MMP9/WNT4/LIF/EPO/P2RX1/SLC38A1/COL16A1/TPPP3/THBD/IGFBP2/CAPN2/VDR/LDOC1/ITGB4/IGFBP7/TIMP1/MMP2/PRDM1/PTGS2/AQP4/FBLN1/ITGA3/MAFF/GJA1/BCL2/TGFB3/RGS2/PCSK5/JUNB/DDR1/BSG/SMURF2
Up-regulated,GO:0051960,regulation of nervous system development,76/1856,411/16344,1.1152978723969824e-5,3.810892101546314e-4,POU4F1/SPINT1/SEMA3E/TNR/ADGRB1/RNF112/SPP1/CLSTN2/NLGN3/THBS2/SLITRK4/TP73/BHLHE41/LIF/CLCF1/SEMA7A/THY1/PAK3/LRRN1/ID4/SRPX2/SEMA3C/TNF/SEMA3G/DBN1/FZD3/MAP1B/CDKN2B/SMARCD3/ROBO2/MDK/FLRT2/MYC/EPHA4/SEMA3A/CXCR4/PLXNC1/SYNGAP1/E2F1/SLIT2/EPHB2/HEYL/ITGAX/NUMBL/ROBO1/TGFB1/TPBG/SEMA3D/SEMA4A/VEGFC/EZH2/MAP2/TNFRSF21/HGF/CX3CR1/AGRN/FAIM/SEMA4D/TSPO/MTMR2/RARG/TGM2/TRPV2/CLSTN1/LIMK1/PLXNA1/YWHAH/DLG5/TRIM32/GDI1/YAP1/CUL7/NIN/NAP1L1/ZFYVE27/DNAJB11
Up-regulated,GO:0030574,collagen catabolic process,15/1856,39/16344,1.11908735021811e-5,3.810892101546314e-4,MMP7/FAP/MMP11/MMP24/MMP9/MMP28/MMP16/MMP25/MMP2/CTSK/MRC2/ADAMTS2/VSIR/MMP14/ITGB1
Up-regulated,GO:0032102,negative regulation of response to external stimulus,71/1856,377/16344,1.1370868759404127e-5,3.8492745664231367e-4,TAFA5/FAP/SEMA3E/TNR/CD200/SPP1/CLDN19/CCN3/STAP1/AJAP1/HLA-G/WNT4/MMP28/SEMA7A/SLC12A2/PDGFA/THBS1/A2M/PLAT/SEMA3C/TNF/SEMA3G/THBD/CD34/PDGFRA/CCL2/ROBO2/NLRP12/MDK/EPHA4/SEMA3A/RHBDF2/MEFV/FPR2/NLRC5/SLIT2/CD109/ROBO1/SEMA3D/SEMA4A/ALOX5/MICB/SYT11/HGF/METRNL/PTGIS/PRKG1/KLF4/SEMA4D/IFI16/INPP5F/GSTP1/SYK/TNFAIP3/SERPINB9/CARD16/IRAK3/PLCG1/SRC/HLA-A/PTPRC/SIRPA/CEACAM1/ZFP36/FNDC4/HTRA1/PLK2/RB1/CARD8/SELENOS/NPLOC4
Up-regulated,GO:0050670,regulation of lymphocyte proliferation,47/1856,219/16344,1.1470456484691849e-5,3.860145973466004e-4,CCL19/FOXJ1/TACR1/VTCN1/CD24/TNFRSF13C/MZB1/HLA-G/CLCF1/EPO/SLAMF1/SLC7A1/LGALS3/IGFBP2/JAK3/CCR2/CD22/RIPK3/CCDC88B/CD6/ZAP70/CD3E/EPHB2/BCL2/RASAL3/SPN/CORO1A/TFRC/MNDA/TNFRSF21/PDE5A/PYCARD/CDKN1A/VSIR/LRRC32/PTPN22/IL27RA/IL18/NCK2/RAC2/ANXA1/SYK/BTN2A2/HLA-A/PTPRC/DLG5/PTPN6
Up-regulated,GO:0001706,endoderm formation,18/1856,53/16344,1.1693744073227799e-5,3.9122754294114757e-4,MMP9/COL5A1/MMP2/COL4A2/DUSP4/SOX17/COL12A1/ITGA4/HNF1B/MMP14/LAMB1/LAMB3/ITGAV/ITGB2/COL6A1/MACROH2A1/ITGB5/CTR9
