Genes,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,geneID
Up-regulated,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,28/2667,76/16344,1.2012513147811359e-5,3.4109817095428157e-4,EDA2R/POU4F1/TP73/PHLDA3/BDKRB2/MUC1/E2F1/E2F2/CDKN1A/AEN/BCL2/CHEK2/PYCARD/ATAD5/MYC/CD44/IFI16/PERP/BAX/BRCA2/RPS27L/PML/CD74/DDX5/DYRK2/MYBBP1A/MDM2/RRM2B
Up-regulated,GO:0008154,actin polymerization or depolymerization,56/2667,197/16344,1.2365390124772071e-5,3.4819269117549145e-4,BAIAP2L2/FHDC1/CCL21/GSN/SCIN/F2RL1/DIAPH3/CRACD/SPTBN5/CIT/PAK3/CAPG/SLIT2/IQANK1/MICALL2/PSTPIP1/GAS7/CDC42EP3/CCR7/KIRREL1/CDC42EP5/SH3BP1/SPTB/CORO1A/MICAL1/FMN1/PRKCE/PYCARD/PLEKHG2/DMTN/WAS/MYADM/ARPC1B/VASP/TMSB10/PREX1/CARMIL1/HIP1R/SPTAN1/SWAP70/TMSB4X/WIPF1/NCK2/PPP1R9B/CORO7/PRKCD/HCK/LIMA1/ARPC5/COTL1/CFL1/MTOR/WDR1/FLII/ARPC3/ARPC2
Up-regulated,GO:0010718,positive regulation of epithelial to mesenchymal transition,20/2667,46/16344,1.2379146491565351e-5,3.4819269117549145e-4,CRB2/PDPN/LEF1/COL1A1/RGCC/FOXC1/JAG1/TGFB2/IL1B/ZNF703/LOXL2/EZH2/OLFM1/MDK/TGFB1/GLIPR2/TGFB3/ENG/MTOR/WWTR1
Up-regulated,GO:0044706,multi-multicellular organism process,54/2667,188/16344,1.2671244224249894e-5,3.547353488694935e-4,LEP/ADCYAP1/ADRA2A/MMP9/ACSL4/PNOC/SPP1/CLDN4/LIF/ITGA2/P2RX1/CNR1/ITGA3/WNT4/CLIC5/LDOC1/SLC38A1/STC1/EPO/CAPN2/AQP4/FOS/THBD/PTGS2/TPPP3/MMP2/COL16A1/FBLN1/IL1B/VDR/BCL2/MAFF/JUNB/TIMP1/ACE2/ITGB4/PCSK5/PRDM1/IGFBP7/HYAL3/TEAD4/SERPINE2/GJA1/ADCY7/LGALS9/UCP2/TGFB3/BSG/PPARD/APOL2/CALR/SMURF2/MAGED2/UBE2A
Up-regulated,GO:0071216,cellular response to biotic stimulus,62/2667,225/16344,1.2806843881343196e-5,3.5661722539340966e-4,CXCL1/CXCL8/CXCL6/PF4V1/CXCL5/NLRP7/IGFBPL1/TREM2/PF4/CXCL10/CXCL9/SERPINE1/STAP1/PPBP/LDOC1/CTSG/CAPN2/IL1B/CD6/CXCL11/CCL2/TNF/TIGAR/EPHB2/SRC/VIM/CCL5/CCR5/CARD16/PRKCE/CCL3/PYCARD/CLEC7A/SYK/TGFB1/DAB2IP/LTF/PTPN22/GSTP1/SPON2/HSPA5/IL18/CX3CR1/TXNIP/SBNO2/PPARD/TSPO/CASP1/SPI1/SLX4/ZFP36/APAF1/TNFAIP3/SIRPA/RIPK2/HCK/TRIM5/WFS1/EIF2AK3/CTR9/SELENOS/PLAA
Up-regulated,GO:0007265,Ras protein signal transduction,87/2667,345/16344,1.285807537474142e-5,3.5661722539340966e-4,IQGAP3/RHOV/ADRA2A/TRIM67/CDKN2A/CNKSR1/KSR2/PDPN/F2RL1/EPS8L1/ITGA3/ARFGEF3/ADGRG1/PLCE1/RAB39B/EPO/RASGRP1/CDKN1A/GPR174/GRAP2/TGFB2/RASGEF1A/P2RY10/COL1A2/FOXM1/STMN3/CCNA2/GPR35/JUN/CDC42EP3/MRAS/EPHB2/CDC42EP5/P2RY8/SH3BP1/RERG/LAT/COL3A1/RIPOR2/DENND3/RASAL3/TAX1BP3/PIK3CG/RAC2/DAB2IP/DNMT1/ARHGEF25/PDGFRB/ROBO1/WAS/ARHGEF2/ARHGEF3/PRAG1/RAB39A/PLK2/KSR1/ARHGAP4/HEG1/GNA12/CYTH4/DENND4B/LRRC59/CSF1/CYTH3/GBF1/CDC42SE1/LIMK1/MYO9B/RHOB/ARHGEF1/CBL/RAP2B/KCTD10/RAPGEF6/ITGB1/CYTH2/ARHGEF18/SHTN1/RB1/CFL1/RASA3/ARFGAP1/PIK3CB/RAB4B/DNM2/CDC42/GNB1
Up-regulated,GO:0019882,antigen processing and presentation,35/2667,105/16344,1.3776643909103246e-5,3.803246649536234e-4,RAB3B/CCL19/CTSE/TREM2/CCL21/RAB3C/HLA-DOB/MFSD6/CCR7/THBS1/CD8A/ABCB9/PYCARD/WDFY4/RAB34/HLA-DQA1/WAS/HLA-DRB1/RELB/TAP2/ICAM1/TAP1/HLA-A/CD74/HLA-DPB1/CALR/HLA-DMA/HLA-DMB/HLA-DPA1/CTSD/EXT1/MR1/RAB6A/IDE/DNM2
Up-regulated,GO:0002444,myeloid leukocyte mediated immunity,34/2667,101/16344,1.4344317779019392e-5,3.941712761119476e-4,CXCL6/IGHG1/FCGR1A/F2RL1/PTGDS/STAP1/RASGRP1/CTSG/ADGRE2/CCR2/ANXA3/GATA2/LAT/STXBP1/CCL3/PIK3CG/SYK/RAC2/FGR/ITGAM/SPON2/UNC13D/ITGB2/LGALS9/SERPINB9/CX3CR1/SPI1/LAT2/PIK3CD/FCGR3A/CBL/C12orf4/WDR1/DDX21
Up-regulated,GO:0043368,positive T cell selection,17/2667,36/16344,1.4642323053511738e-5,4.0051455214720413e-4,THEMIS/IRF4/CD3G/BCL11B/CD3E/BCL2/CD3D/SPN/LY9/ZAP70/IL12RB1/SLAMF6/STAT3/PTPRC/CD74/DOCK2/MTOR
Up-regulated,GO:0097191,extrinsic apoptotic signaling pathway,59/2667,212/16344,1.4852525768969026e-5,4.037559703441535e-4,EYA2/TNFRSF12A/PF4/SERPINE1/BCL2L14/LGALS3/GDNF/TNFRSF10C/TRAF1/TGFB2/BCL2A1/CD27/IL1B/SORT1/BCL2/TNF/THBS1/SRC/FAIM/KRT18/ITGA6/UNC5B/PYCARD/TGFB1/DAB2IP/ITGAV/TNFRSF10A/GSTP1/HGF/TMC8/NOL3/SRPX/ARHGEF2/BAX/PTPRC/ITPRIP/BAK1/ICAM1/ATF3/BAG3/PML/SPI1/IL7/FAS/TNFAIP3/HYAL2/YAP1/PSME3/TMBIM1/LMNA/PEA15/CASP8/PPP2R1B/FGFR3/CTNNA1/CASP2/TNFRSF10B/MCL1/SP100
Up-regulated,GO:0051271,negative regulation of cellular component movement,74/2667,283/16344,1.4929035725976521e-5,4.037559703441535e-4,DDT/TACSTD2/THY1/DPEP1/CCL21/SPINT2/SERPINE1/CD200/ADTRP/WNT4/STAP1/ADGRG1/EPPK1/CLDN19/NAV3/RGCC/STC1/SLAMF8/PODN/JAG1/CCN3/EMILIN2/FBLN1/SLIT2/PADI2/CCL2/MMP28/BCL2/TIMP1/TNF/THBS1/DPYSL3/COL3A1/RIPOR2/CCL28/PRKG1/CYGB/TGFB1/DAB2IP/KLF4/DCN/MCTP1/SULF1/MITF/GJA1/ROBO1/WAS/ADAMTS9/PKHD1/SINHCAF/STAT3/TP53INP1/TPM1/VCL/ARHGAP4/GNA12/CX3CR1/EMILIN1/VASH1/PTPRU/PPARD/CD74/ENG/SRGAP2C/CDH1/CALR/ATP2B4/RHOB/HYAL2/CNN2/RAP2B/CTNNA1/ACTN1/SP100
Up-regulated,GO:0120032,regulation of plasma membrane bounded cell projection assembly,54/2667,189/16344,1.4963955969488165e-5,4.037559703441535e-4,CCL19/ADAMTS16/DCDC2/TACSTD2/CCL21/F2RL1/EPS8L1/CLN3/STAP1/PLCE1/PODXL/SLIT2/SH3YL1/CDC42EP3/CCR7/TBC1D30/TRPM2/DPYSL3/EPHB2/CDC42EP5/KLF5/RIPOR2/AGRN/RAC2/KCTD17/ATP8B1/RAP1GAP/DMTN/WAS/LIMK2/CEP135/DOCK11/EVI5L/ICAM1/RCC2/TGFB3/SRGAP2C/TCHP/RABEP2/MAP4/IFT140/RHOQ/PRKCD/ODF2/YAP1/AKIRIN1/CCDC88A/MTOR/WRAP73/ACTR2/DNM2/ACTR3/ARPC2/CDC42
Up-regulated,GO:0070509,calcium ion import,29/2667,81/16344,1.6007874093988512e-5,4.2997726676780853e-4,CACNA1E/GRM6/CACNA1I/P2RX1/TRPC4/HOMER1/TRPV6/NALF2/CACNA1C/PLPP4/MS4A1/LGALS3/STC1/NALF1/TRPV3/CACNA2D1/CCL2/TRPM2/MCUB/CCL3/TRPV4/CACNA1D/TRPV2/PDGFRB/ATP2B4/CASK/ATP2A2/PSEN2/MICU2
Up-regulated,GO:0002062,chondrocyte differentiation,35/2667,106/16344,1.7375513994103778e-5,4.6461968586027276e-4,CYTL1/COMP/COL11A1/EFEMP1/SOX9/SCIN/WNT9A/WNT2B/OSR1/SULF2/CCN3/RUNX1/CCN4/SMPD3/ADAMTS12/CHST11/COL3A1/LOXL2/CCN2/RUNX3/MDK/TGFB1/SULF1/RARG/PKDCC/CREB3L2/ADAMTS7/CHSY1/EIF2AK3/EXT1/RB1/FGFR3/PTPN11/BPNT2/TRIP11
Up-regulated,GO:0032731,positive regulation of interleukin-1 beta production,23/2667,58/16344,1.7853266025730277e-5,4.7315122360635397e-4,CCL19/INAVA/F2RL1/NLRP2/EGR1/TNF/MEFV/NLRP12/MNDA/GBP5/CCL3/PYCARD/CLEC7A/IFI16/TMEM106A/LGALS9/TLR8/STAT3/LILRA5/HK1/CASP1/RIPK2/CASP8
Up-regulated,GO:1900024,regulation of substrate adhesion-dependent cell spreading,23/2667,58/16344,1.7853266025730277e-5,4.7315122360635397e-4,TACSTD2/PDPN/HAS2/FBLN1/FLNA/NEDD9/MDK/UNC13D/DMTN/MYADM/CASS4/PREX1/RCC2/CARMIL1/S100A10/CALR/GBP1/ACTN4/P4HB/DNM2/ILK/ARPC2/CDC42
Up-regulated,GO:2000146,negative regulation of cell motility,72/2667,275/16344,1.8474808567071885e-5,4.8745700657278605e-4,DDT/TACSTD2/THY1/DPEP1/CCL21/SPINT2/SERPINE1/CD200/ADTRP/WNT4/STAP1/ADGRG1/EPPK1/CLDN19/NAV3/RGCC/STC1/SLAMF8/PODN/JAG1/CCN3/EMILIN2/FBLN1/SLIT2/PADI2/CCL2/MMP28/BCL2/TIMP1/TNF/THBS1/DPYSL3/COL3A1/RIPOR2/CCL28/PRKG1/CYGB/TGFB1/DAB2IP/KLF4/DCN/MCTP1/SULF1/MITF/GJA1/ROBO1/WAS/ADAMTS9/SINHCAF/STAT3/TP53INP1/TPM1/VCL/ARHGAP4/GNA12/CX3CR1/EMILIN1/VASH1/PTPRU/PPARD/CD74/ENG/SRGAP2C/CDH1/CALR/ATP2B4/RHOB/HYAL2/CNN2/RAP2B/CTNNA1/SP100
Up-regulated,GO:0050878,regulation of body fluid levels,91/2667,368/16344,1.873984508422198e-5,4.922717895912584e-4,FAP/GP1BB/CFTR/PF4V1/COMP/MPIG6B/ADRA2A/ANXA8/CLDN4/F13A1/PF4/SLC4A1/ITGA2/PDGFA/P2RX1/VWF/DGKI/PDPN/AQP1/CD40LG/F2RL1/SERPINE1/GJA5/ADTRP/F3/CTSG/AQP4/HBB/THBD/NFE2/HAS2/DGKA/PDGFRA/EMILIN2/FBLN1/PLAT/VDR/CCND1/PLAUR/THBS1/FLNA/CD34/EPHB2/LCK/ADRA2C/SRC/COL3A1/PROCR/GAS6/HPS5/STK39/STXBP1/PRKCQ/FZD6/ANXA5/PRKG1/ENTPD1/SERPINE2/PRKCE/PIK3CG/TRPV4/SYK/HK2/GJA1/DMTN/WAS/FERMT3/VCL/HEG1/GNA12/ENPP4/PEAR1/GPI/DGKZ/SH2B3/PRKCD/CD59/ITGB3/HYAL2/MYL12A/WFS1/MYH9/ACTB/RAP2B/PTPN6/EXT1/PIK3CB/UGCG/TLN1/ELOVL1/ILK
Up-regulated,GO:0032965,regulation of collagen biosynthetic process,15/2667,30/16344,1.9771342780038082e-5,5.170899868305574e-4,ITGA2/WNT4/RGCC/RUNX1/CIITA/CCN2/VIM/CYGB/TGFB1/PDGFRB/EMILIN1/TGFB3/PPARD/ENG/SUCO
Up-regulated,GO:0002275,myeloid cell activation involved in immune response,31/2667,90/16344,2.018493107996002e-5,5.256015023135442e-4,TREM2/F2RL1/PTGDS/RASGRP1/SLAMF1/ADGRE2/CCR2/ANXA3/GATA2/LAT/STXBP1/PRKCE/CCL3/PIK3CG/PYCARD/SYK/RAC2/FGR/ITGAM/UNC13D/ITGB2/LGALS9/CX3CR1/SBNO2/SPI1/LAT2/DOCK2/PIK3CD/CBL/C12orf4/PTPN6
Up-regulated,GO:0050852,T cell receptor signaling pathway,39/2667,124/16344,2.125039100659545e-5,5.509394850970812e-4,VTCN1/THY1/LGALS3/THEMIS/TRAT1/UBASH3A/CD8B/CD28/CACNB3/CARD11/CCR7/BTN2A2/LCK/SLA2/CD8A/BTNL9/ZAP70/TNFRSF21/PTPN22/ITK/HLA-DRB1/PLCG1/FYB1/PDE4D/PTPRC/IKBKG/HLA-A/DGKZ/HLA-DPB1/PIK3CD/INPP5D/GBP1/LCP2/RIPK2/PTPN6/BCAR1/EZR/CSK/BTN2A1
Up-regulated,GO:0072009,nephron epithelium development,35/2667,107/16344,2.1815048826587766e-5,5.631304595365491e-4,GPC3/WNT9B/ADAMTS16/FOXJ1/CD24/LIF/TACSTD2/SOX9/SOX8/WNT2B/OSR1/WNT4/NPNT/GDNF/FOXC1/JAG1/PODXL/HEYL/BCL2/PROM1/CD34/STAT1/FMN1/MYC/LAMA5/KLHL3/HNF1B/PECAM1/DLL1/LAMB2/YAP1/EXT1/MAGED1/WWTR1/ILK
Up-regulated,GO:0097205,renal filtration,14/2667,27/16344,2.2061316370176406e-5,5.670328858420772e-4,IGHA1/IGHA2/IGKV3-20/JCHAIN/F2RL1/GJA5/ITGA3/TMEM63C/SULF2/CD34/KIRREL1/GAS6/MCAM/SULF1
Up-regulated,GO:0090218,positive regulation of lipid kinase activity,17/2667,37/16344,2.2983400370304676e-5,5.881974953138489e-4,EEF1A2/CCL19/CCL21/CD19/PDGFRA/FPR2/CCR7/TNFAIP8L3/SRC/FLT3/TGFB1/FGR/PDGFRB/AGAP2/DGKZ/FGFR3/CDC42
Up-regulated,GO:0060561,apoptotic process involved in morphogenesis,13/2667,24/16344,2.3640668874829297e-5,6.024329423102867e-4,LEF1/JAG2/FOXC1/TGFB2/CCN1/VDR/CRYAB/HNF1B/BAX/BAK1/SPI1/HAND2/PPP2R1B
Up-regulated,GO:1900746,regulation of vascular endothelial growth factor signaling pathway,12/2667,21/16344,2.3911396418323794e-5,6.067389652870842e-4,SMOC2/ADAMTS3/ADGRA2/DAB2IP/DCN/ROBO1/PTP4A3/JCAD/CCBE1/DLL1/MYO1C/PIK3CB
Up-regulated,GO:0060759,regulation of response to cytokine stimulus,46/2667,156/16344,2.6260553539356322e-5,6.635240709965328e-4,CD24/TREM2/ZBP1/SPHK1/F2RL1/STAP1/CXCR4/SLIT2/PADI2/CD300LF/SOCS1/IKBKE/GAS6/SLIT3/TRAIP/CCL5/NLRC5/CARD16/PYCARD/SYK/KLF4/GSTP1/NOL3/ROBO1/STING1/ANGPT1/CCDC3/OAS3/PTPRC/CASP4/CASP1/CD74/IL7/SH2B3/ZNF675/IRAK3/CSF1/STAT2/TNFAIP3/RIPK2/PTPN6/PARP9/CASP8/TRIM32/PTPN1/PTPN11
Up-regulated,GO:0014909,smooth muscle cell migration,25/2667,67/16344,2.7001577505444217e-5,6.765143137183356e-4,ITGA2/PDGFA/SERPINE1/PDGFD/HAS2/CCN3/CCN4/PLAT/SLIT2/BCL2/SRC/CCL5/PRKG1/MDK/MYC/S100A11/PDGFRB/TPM1/ADAMTS1/GNA12/PLXNA1/PPARD/ITGB3/ARPC5/PARVA
Up-regulated,GO:0050766,positive regulation of phagocytosis,25/2667,67/16344,2.7001577505444217e-5,6.765143137183356e-4,PTX3/TREM2/ITGA2/F2RL1/STAP1/FCN1/IL1B/CCL2/GATA2/FPR2/TNF/PLA2G5/CD300LF/IL2RG/SIRPB1/ABCA7/GAS6/MFGE8/PYCARD/CLEC7A/PTPRC/DOCK2/CALR/SIRPA/DNM2
Up-regulated,GO:0032743,positive regulation of interleukin-2 production,16/2667,34/16344,2.7587776895212908e-5,6.883092620341196e-4,VTCN1/IRF4/RUNX1/IL1B/CCR2/CD3E/CD28/CARD11/PRKCQ/CLEC7A/SASH3/CD83/ANXA1/PDE4D/PTPRC/RIPK2
Up-regulated,GO:0071706,tumor necrosis factor superfamily cytokine production,47/2667,161/16344,2.8652781152706687e-5,7.089482739153112e-4,LEP/DDT/CCL19/TREM2/PF4/RASGRP1/CD2/SLAMF1/MC1R/CCR2/THBS1/CD34/EPHB2/SPN/NFATC4/GAS6/VSIR/CCL3/SYT11/PYCARD/CLEC7A/SYK/LTF/PTPN22/GSTP1/SPON2/TMEM106A/SASH3/ANGPT1/ADAM8/ARHGEF2/LGALS9/STAT3/OAS3/PTPRC/CX3CR1/LILRA5/TSPO/IRAK3/ZFP36/TNFAIP3/SIRPA/RIPK2/PTPN6/IFNGR1/SELENOS/PTPN11
Up-regulated,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,47/2667,161/16344,2.8652781152706687e-5,7.089482739153112e-4,LEP/DDT/CCL19/TREM2/PF4/RASGRP1/CD2/SLAMF1/MC1R/CCR2/THBS1/CD34/EPHB2/SPN/NFATC4/GAS6/VSIR/CCL3/SYT11/PYCARD/CLEC7A/SYK/LTF/PTPN22/GSTP1/SPON2/TMEM106A/SASH3/ANGPT1/ADAM8/ARHGEF2/LGALS9/STAT3/OAS3/PTPRC/CX3CR1/LILRA5/TSPO/IRAK3/ZFP36/TNFAIP3/SIRPA/RIPK2/PTPN6/IFNGR1/SELENOS/PTPN11
Up-regulated,GO:0061564,axon development,107/2667,453/16344,3.0157752529889998e-5,7.431019765939425e-4,POU4F1/TUBB3/EPHA6/DCC/LAMC2/SPP1/ATP8A2/THY1/EGR2/LGR6/CDH11/NFASC/SEMA3E/CNR1/EPHA3/FKBP1B/SEMA3G/MAP1A/VASH2/GDNF/SEMA7A/LAMA2/TSPAN2/FZD3/PAK3/NRXN3/EDN2/BRSK1/MMP2/BCL11B/CNTNAP1/SEMA3C/XK/SLIT2/MAP1B/NOTCH3/GLI2/S100A6/BCL2/JUN/KIF5C/SEMA4D/PLXNC1/FLNA/ITGA4/FLRT2/EPHB2/EPHB3/NIBAN2/LAMA3/SLIT3/EMB/STXBP1/OLFM1/PRKCQ/SEMA3D/ANK3/UNC5B/RAC2/NTRK2/SEMA4F/SEMA4A/KLF4/TNFRSF21/ARHGEF25/LAMA5/UNC5C/NEXN/TRPV2/PALLD/FGFR2/ROBO1/EPHB6/INPP5F/RTN4RL1/NIN/NEO1/VASP/NDN/MAP2/VCL/CDK5R1/ARHGAP4/PLXNA1/BSG/TSPO/TTL/DPYSL2/LLGL1/MARK2/MAPK8IP3/SZT2/LIMK1/LAMB2/ACTB/EXT1/ITGB1/KIF5B/SLC9A6/HDAC6/SHTN1/TRIM32/CTNNA1/TTC8/ZFYVE27/DNM2/PTPN11
Up-regulated,GO:0032640,tumor necrosis factor production,46/2667,157/16344,3.134999834593927e-5,7.661477054788355e-4,LEP/DDT/CCL19/TREM2/PF4/RASGRP1/CD2/SLAMF1/MC1R/CCR2/THBS1/CD34/EPHB2/SPN/NFATC4/GAS6/VSIR/CCL3/SYT11/PYCARD/CLEC7A/SYK/LTF/PTPN22/GSTP1/SPON2/TMEM106A/SASH3/ANGPT1/ARHGEF2/LGALS9/STAT3/OAS3/PTPRC/CX3CR1/LILRA5/TSPO/IRAK3/ZFP36/TNFAIP3/SIRPA/RIPK2/PTPN6/IFNGR1/SELENOS/PTPN11
Up-regulated,GO:0032680,regulation of tumor necrosis factor production,46/2667,157/16344,3.134999834593927e-5,7.661477054788355e-4,LEP/DDT/CCL19/TREM2/PF4/RASGRP1/CD2/SLAMF1/MC1R/CCR2/THBS1/CD34/EPHB2/SPN/NFATC4/GAS6/VSIR/CCL3/SYT11/PYCARD/CLEC7A/SYK/LTF/PTPN22/GSTP1/SPON2/TMEM106A/SASH3/ANGPT1/ARHGEF2/LGALS9/STAT3/OAS3/PTPRC/CX3CR1/LILRA5/TSPO/IRAK3/ZFP36/TNFAIP3/SIRPA/RIPK2/PTPN6/IFNGR1/SELENOS/PTPN11
Up-regulated,GO:0010952,positive regulation of peptidase activity,51/2667,180/16344,3.259665778597949e-5,7.933627362359008e-4,PRSS22/COL4A3/CLDN4/GSN/P2RX1/F3/NLRP2/ATP2A3/FBLN1/S100A9/S100A8/CCN1/BBC3/ANTXR1/TNF/MEFV/LCK/NLRP12/EGLN3/CCN2/APH1B/VSIR/PYCARD/CLEC7A/SYK/MYC/IFI16/ROBO1/PERP/RCN3/LGALS9/BAX/STAT3/BAK1/RPS27L/PML/CASP1/HIP1R/PSMD14/FAS/CTSD/APAF1/RIPK2/PSME3/EIF2AK3/CYCS/IFT57/CASP8/VCP/CASP2/AKIRIN2
Up-regulated,GO:0097553,calcium ion transmembrane import into cytosol,43/2667,144/16344,3.402658098343882e-5,8.247987902611612e-4,CACNA1E/GP1BB/CCL19/THY1/MCOLN3/CEMIP/CCL21/P2RX1/CD19/CXCL10/CXCL9/TRPV6/FKBP1B/NALF2/CACNA1C/JSRP1/NALF1/TRPV3/MCOLN2/CXCL11/CACNA2D1/CCR7/RYR1/TRPM2/ITPR3/LCK/CORO1A/CCR5/PRKCE/CCL3/TRPV4/CACNA1D/TRPV2/NOL3/ITPR1/PLCG1/BAX/PDE4D/PTPRC/SELENON/ATP2B4/PTPN6/RASA3
Up-regulated,GO:1903510,mucopolysaccharide metabolic process,30/2667,88/16344,3.416720435815872e-5,8.248544112862365e-4,CEMIP/B3GNT3/CHST9/ITIH5/HAS2/IL1B/SPOCK2/SMPD3/CHST11/XYLT1/CHST3/B3GNT7/HYAL3/TGFB1/CSGALNACT1/DCN/CD44/ANGPT1/CHSY1/CHST2/CHST15/CHPF/BGN/HYAL2/EXT1/CEMIP2/CSGALNACT2/AP2A1/CLTC/BPNT2
Up-regulated,GO:0010811,positive regulation of cell-substrate adhesion,38/2667,122/16344,3.4307304905609084e-5,8.2489701271027e-4,THY1/CCL21/FERMT1/ITGA3/WNT4/NPNT/COL16A1/HAS2/CCDC80/CCN1/CD3E/SPOCK2/CCR7/FLNA/FBLN2/CCL28/FMN1/NEDD9/PRKCE/MDK/UNC13D/EFEMP2/DMTN/MYADM/CASS4/PREX1/EMILIN1/CARMIL1/S100A10/CALR/CSF1/GFUS/ARL2/P4HB/DNM2/ILK/ARPC2/CDC42
Up-regulated,GO:0014812,muscle cell migration,28/2667,80/16344,3.5902129597040005e-5,8.597767019564239e-4,ITGA2/PDGFA/SERPINE1/PDGFD/HAS2/CCN3/CCN4/PLAT/SLIT2/BCL2/SRC/CCL5/PRKG1/MDK/MYC/S100A11/PDGFRB/ANXA1/TPM1/ADAMTS1/GNA12/PLXNA1/PPARD/ITGB3/PLEKHO1/AKIRIN1/ARPC5/PARVA
Up-regulated,GO:0032970,regulation of actin filament-based process,93/2667,384/16344,3.6130714671158354e-5,8.609342281691778e-4,IQGAP3/HCN4/TACSTD2/BAIAP2L2/CCL21/GSN/SCIN/PDGFA/NEB/PDPN/SEMA3E/EPHA3/F2RL1/GJA5/CACNA1C/WNT4/STAP1/CRACD/SPTBN5/RGCC/CIT/STC1/PAK3/RGS4/CAPG/PDGFRA/SLIT2/IQANK1/CDC42EP3/CCR7/TRPM2/FLNA/KIRREL1/CDC42EP5/SH3BP1/ECT2/SPTB/CORO1A/CCN2/FMN1/PRKCE/FHOD1/PYCARD/RAC2/MDK/SLC9A1/PLEKHG2/DMTN/PDGFRB/WAS/FRMD6/MYADM/RHOF/ARPC1B/VASP/TPM1/PDE4D/CDK5R1/TMSB10/TGFB3/CARMIL1/HIP1R/S100A10/SPTAN1/SWAP70/TMSB4X/DSG2/NCK2/SYNPO/RHOQ/PRKCD/LIMK1/RND3/RHOB/HCK/ATP2A2/CCDC88A/LIMA1/MYH9/CNN2/DAPK3/ARPC5/ARHGEF18/COTL1/MTOR/WDR1/TTC8/FLII/ARFIP1/TJP1/ARPC3/ARPC2/CDC42
Up-regulated,GO:0009100,glycoprotein metabolic process,90/2667,369/16344,3.623922375825317e-5,8.609342281691778e-4,LEP/CCL19/CYTL1/PTX3/COL11A1/GALNT17/MGAT4C/FOXL1/SLC51B/GXYLT2/ST8SIA3/FUT3/CCL21/B3GNT3/DERL3/CHST4/CHST9/ST8SIA1/MGAT3/GALNT3/JAK3/B3GALT5/SULF2/GAL3ST4/GCNT4/GFPT2/BACE2/SPOCK2/BCL2/GBGT1/ADAMTS12/CHST11/CCR7/TUSC3/FUT4/SLC35C1/ABCA7/XYLT1/CHST3/ST6GALNAC4/B3GNT7/GALNT16/B3GALNT1/ABCA2/CSGALNACT1/DCN/SULF1/TMEM106A/GMPPB/FBXO2/GALNT10/ADAMTS9/B3GNT9/ST8SIA4/HBEGF/PHLDA1/FUT6/CHST10/ITM2A/GALNT18/ADAMTS7/FUT8/GFPT1/PPARD/MGAT5/CHSY1/PMM2/CHST15/PGM3/SLC2A10/TMEM165/NUDT14/CHPF/BGN/GNPTAB/ALG14/EXT1/CSGALNACT2/ALG1/RAB1A/UGGT1/POGLUT2/DOLK/B4GALT2/B3GALNT2/GALNT4/DPAGT1/BPNT2/GORASP1/TRIP11
Up-regulated,GO:0030832,regulation of actin filament length,46/2667,158/16344,3.732912130541291e-5,8.833077394610205e-4,BAIAP2L2/CCL21/GSN/SCIN/NEB/F2RL1/CRACD/SPTBN5/CIT/PAK3/CAPG/SLIT2/IQANK1/CDC42EP3/CCR7/KIRREL1/CDC42EP5/SH3BP1/SPTB/CORO1A/FMN1/PRKCE/PYCARD/PLEKHG2/DMTN/WAS/MYADM/ARPC1B/VASP/TMSB10/CARMIL1/HIP1R/SPTAN1/SWAP70/TMSB4X/NCK2/PRKCD/HCK/LIMA1/ARPC5/COTL1/MTOR/WDR1/FLII/ARPC3/ARPC2
Up-regulated,GO:0007566,embryo implantation,20/2667,49/16344,3.799066038996439e-5,8.954083316417299e-4,MMP9/SPP1/LIF/STC1/EPO/PTGS2/TPPP3/MMP2/FBLN1/IL1B/TIMP1/ITGB4/PCSK5/IGFBP7/TEAD4/GJA1/BSG/PPARD/CALR/SMURF2
Up-regulated,GO:0051651,maintenance of location in cell,57/2667,209/16344,3.8715603683851366e-5,9.089021447512035e-4,GP1BB/CCL19/THY1/MCOLN3/CEMIP/CCL21/GSN/SCIN/CD19/CXCL10/CXCL9/FKBP1B/KDELR3/CACNA1C/JSRP1/LCN2/S100A9/MCOLN2/S100A8/CXCL11/CCR7/RYR1/TRPM2/ITPR3/LCK/CORO1A/CCR5/ANK3/PRKCE/CCL3/HK2/NOL3/HSPA5/ITPR1/PLCG1/BAX/PDE4D/PTPRC/BARD1/TMSB10/PML/TSPO/RANGAP1/HK1/SRGN/SELENON/CALR/TMSB4X/CCDC88A/VPS13C/PTPN6/RASA3/ARL2/ARL2BP/HSP90B1/SLC30A7/SP100
Up-regulated,GO:0001704,formation of primary germ layer,36/2667,114/16344,3.939837506850042e-5,9.21303962876345e-4,CRB2/MMP9/COL11A1/EYA2/ITGA2/LEF1/ITGA3/FOXC1/MMP2/COL5A1/ITGA8/COL4A2/ITGB4/ITGA4/MMP14/SOX17/TRIM15/LAMA3/LAMB3/ITGAV/KLF4/COL12A1/LAMB1/FGFR2/GJA1/FZD7/HNF1B/ITGB2/GPI/MACROH2A1/ITGB3/CTR9/KIF16B/ITGB1/ETS2/TWSG1
